image	original_caption	shuffle_noun_and_adjectives	shuffle_trigrams	shuffle_words_within_trigrams
test/4821487527.jpg	police on motorcycle , in turning land , waiting at stoplight	land on police , in turning motorcycle , waiting at stoplight	land , waiting police on motorcycle , in turning at stoplight	police on motorcycle turning , in , land waiting stoplight at
test/4821487527.jpg	a motorcycle cop is getting ready to turn onto a new road 	a motorcycle road is getting ready to turn onto a new cop	to turn onto a motorcycle cop is getting ready a new road	motorcycle a cop ready getting is to onto turn road new a
test/4821487527.jpg	a policeman is on a bike waiting for the light to change 	a bike is on a light waiting for the policeman to change	waiting for the on a bike a policeman is light to change	a policeman is bike on a for the waiting change light to
test/4821487527.jpg	police motorcycle waiting at a red light 	police light waiting at a red motorcycle	at a red light police motorcycle waiting	waiting police motorcycle at red a light
test/4823948097.jpg	a group of asian men are sitting or standing around a small square table 	a table of asian men are sitting or standing around a small square group	sitting or standing asian men are a group of square table around a small	group a of asian men are sitting standing or around small a table square
test/4823948097.jpg	some asian men are sitting while others are standing around 	some asian men are sitting while others are standing around	some asian men others are standing are sitting while around	asian some men while sitting are others are standing around
test/4823948097.jpg	eight men gathered around a table at night 	eight table gathered around a night at men	around a table at night eight men gathered	gathered eight men around a table night at
test/4823948097.jpg	a group of men are sitting around a table 	a men of table are sitting around a group	around a table men are sitting a group of	group a of men sitting are table around a
test/4823948097.jpg	a group of asian men are playing a game 	a group of asian game are playing a men	asian men are a group of playing a game	group of a asian men are playing a game
test/4824522315.jpg	at least one woman and several men are standing around outside an office building 	at least one woman and several office are standing around outside an building men	woman and several around outside an men are standing office building at least one	one least at and several woman men are standing around an outside building office
test/4824522315.jpg	high class group of business people including older men have drinks in park 	high business people of park drinks including older group have men in class	park including older men high class group of business people have drinks in	class high group of people business including older men in drinks have park
test/4824522315.jpg	a group of people in semi-formal attire meet outside 	a people of group in formal - semi attire meet outside	-formal attire people in semi a group of meet outside	a of group people in semi attire -formal outside meet
test/4824522315.jpg	a group of people stand in front of a small gate 	a people of front stand in gate of a small group	front of a people stand in small gate a group of	a of group stand in people of a front small gate
test/4824522315.jpg	people stand outside behind a railing 	people stand outside behind a railing	people stand outside behind a railing	outside stand people a railing behind
test/4826547083.jpg	a woman wearing sunglasses , white shorts and gray t-shirt is walking her dog and talking to another woman pushing a stroller 	a stroller wearing shirt , white woman and gray t - dog is walking her shorts and talking to another sunglasses pushing a woman	sunglasses , white to another woman t-shirt shorts and gray pushing a stroller is walking her dog and talking a woman wearing	woman a wearing white sunglasses , and shorts gray t-shirt walking is her and dog talking to another woman stroller a pushing
test/4826547083.jpg	two women walking down the street outside of a restaurant , one with a stroller and a baby , the other with a dog 	two stroller walking down the women outside of a baby , one with a dog and a street , the other with a restaurant	with a stroller restaurant , one two women walking down the street with a dog , the other and a baby outside of a	walking two women down street the outside of a one restaurant , with a stroller and a baby other the , a with dog
